cor_ou_raca,Forma de Ingresso,ano_do_processo
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Pardo,Cota 4,2020
Outra,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Outra,Cota 4,2020
Negro,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Pardo,Cota 4,2020
Branco,Cota 4,2020
Pardo,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Pardo,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Outra,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
IndA­gena,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Outra,Cota 4,2020
Pardo,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Pardo,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Pardo,Cota 4,2020
Negro,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Pardo,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Outra,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Outra,Cota 4,2020
Outra,Cota 4,2020
Pardo,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Pardo,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Pardo,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
IndA­gena,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Pardo,Cota 4,2020
Pardo,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Outra,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Pardo,Cota 4,2020
Pardo,Cota 4,2020
Branco,Cota 4,2020
Pardo,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Negro,Cota 4,2020
Outra,Cota 4,2020
IndA­gena,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Negro,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Pardo,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Negro,Cota 4,2020
Branco,Cota 4,2020
Pardo,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Branco,Cota 4,2020
Outra,Cota 4,2020
Branco,Cota 4,2020
Outra,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Outra,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Negro,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Pardo,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
Branco,Ampla ConcorrAncia,2020
